ID,FormRE,Area,Height,Width,Direction,RoadInFront,Juridical,NumOfBed,Terrace,CarParking,DinningRoom,Kitchen,Price
8827,"Nhà mặt phố, nhà mặt tiền",142.0,,9.7,_,21.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,14000000000.0
8828,"Nhà, ngõ, hẻm",35.0,,3.5,_,5.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1800000000.0
8829,"Đất thổ cư, đất ở",74.0,,6.2,_,21.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,12500000000.0
8830,"Đất thổ cư, đất ở",202.0,19.0,12.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,7000000000.0
8831,"Đất thổ cư, đất ở",100.0,20.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,500000000.0
8832,"Đất thổ cư, đất ở",140.0,28.0,5.0,_,30.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3500000000.0
8833,"Nhà, ngõ, hẻm",50.0,,5.0,_,5.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,5500000000.0
8834,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,_,6.0,Giấy tờ hợp lệ,,True,True,True,True,4000000000.0
8835,"Đất thổ cư, đất ở",200.0,39.0,5.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,350000000.0
8836,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,5000000000.0
8837,"Căn hộ, chung cư",48.0,100.0,50.0,_,,,2.0,True,True,True,True,550000000.0
8838,"Nhà, ngõ, hẻm",65.0,10.0,6.5,_,4.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,11500000000.0
8839,"Đất thổ cư, đất ở",55.0,10.0,5.5,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6100000000.0
8840,"Đất thổ cư, đất ở",100.0,11.0,9.0,_,4.0,,,True,True,True,True,7000000000.0
8841,"Biệt thự, nhà liền kề",200.0,25.0,8.0,_,15.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,58000000000.0
8842,"Nhà, ngõ, hẻm",50.0,16.0,3.5,_,10.0,,2.0,True,True,True,True,6400000000.0
8843,"Đất thổ cư, đất ở",418.0,24.0,18.0,_,25.0,,1.0,True,True,True,True,75000000000.0
8844,"Nhà, ngõ, hẻm",35.0,9.0,4.0,_,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6200000000.0
8845,"Nhà mặt phố, nhà mặt tiền",117.0,18.0,6.5,_,25.0,,1.0,True,True,True,True,62000000000.0
8846,"Nhà mặt phố, nhà mặt tiền",205.0,28.0,7.5,_,25.0,,1.0,True,True,True,True,99000000000.0
8847,"Căn hộ, chung cư",50.0,100.0,50.0,Đông Nam,6.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,600000000.0
8848,"Nhà mặt phố, nhà mặt tiền",661.0,38.0,16.0,_,25.0,,25.0,True,True,True,True,107000000000.0
8849,"Căn hộ, chung cư",51.0,100.0,50.0,Tây Bắc,6.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,630000000.0
8850,"Nhà mặt phố, nhà mặt tiền",181.0,22.0,8.2,_,40.0,,1.0,True,True,True,True,105000000000.0
8851,"Căn hộ, chung cư",52.0,100.0,50.0,_,6.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,620000000.0
8852,"Nhà mặt phố, nhà mặt tiền",123.0,17.0,7.2,_,25.0,,1.0,True,True,True,True,79000000000.0
8853,"Nhà mặt phố, nhà mặt tiền",157.0,17.0,9.0,_,25.0,,1.0,True,True,True,True,115000000000.0
8854,"Nhà mặt phố, nhà mặt tiền",120.0,20.0,6.0,_,25.0,,3.0,True,True,True,True,73000000000.0
8855,"Nhà mặt phố, nhà mặt tiền",72.0,18.0,4.0,_,25.0,,6.0,True,True,True,True,21000000000.0
8856,"Căn hộ, chung cư",192.0,16.0,12.0,_,20.0,,32.0,True,True,True,True,36000000000.0
8857,"Nhà mặt phố, nhà mặt tiền",82.0,20.0,4.2,_,25.0,,9.0,True,True,True,True,28000000000.0
8858,"Đất nền, đất liền kề, đất dự án",381.0,18.0,5.0,Tây,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3900000000.0
8859,"Nhà mặt phố, nhà mặt tiền",32.0,8.0,4.0,Đông Nam,8.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,1620000000.0
8860,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,Tây Nam,10.0,,,True,True,True,True,4900000000.0
8861,"Nhà, ngõ, hẻm",52.0,17.0,3.2,Nam,4.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,4400000000.0
8862,"Nhà mặt phố, nhà mặt tiền",42.0,,4.0,_,30.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,34000000000.0
8863,"Đất thổ cư, đất ở",100.0,18.0,5.0,_,100.0,,,True,True,True,True,1168000000.0
8864,"Nhà mặt phố, nhà mặt tiền",60.0,,5.0,_,5.0,,6.0,True,True,True,True,25000000000.0
8865,"Đất nông, công, lâm nghiệp",5.5,55.0,100.0,Nam,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,700000000.0
8866,"Đất nền, đất liền kề, đất dự án",73.0,16.0,4.5,Tây Nam,27.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,4350000000.0
8867,"Đất thổ cư, đất ở",83.0,18.5,4.5,Tây Nam,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,4200000000.0
8868,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,Đông Nam,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1700000000.0
8869,"Đất thổ cư, đất ở",200.0,40.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1000000000.0
8870,"Nhà mặt phố, nhà mặt tiền",170.0,,7.0,_,17.0,Sổ hồng/ Sổ đỏ,33.0,True,True,True,True,110000000000.0
8871,"Nhà, ngõ, hẻm",66.0,11.5,5.0,_,5.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,7500000000.0
8872,"Đất thổ cư, đất ở",88.0,,6.0,_,5.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,5500000000.0
8873,"Đất thổ cư, đất ở",95.0,19.0,5.0,_,7.5,Sổ hồng/ Sổ đỏ,,True,True,True,True,7100000000.0
8874,"Nhà mặt phố, nhà mặt tiền",82.0,20.0,5.0,_,16.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,12800000000.0
8875,"Biệt thự, nhà liền kề",55.0,10.0,5.0,_,30.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,9000000000.0
8876,"Nhà, ngõ, hẻm",120.0,12.0,3.8,_,5.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,2420000000.0
8877,"Đất thổ cư, đất ở",65.0,16.0,4.0,_,10.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,3300000000.0
8878,"Nhà, ngõ, hẻm",1.1,53.0,20.0,_,8.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,2790000000.0
8879,"Nhà mặt phố, nhà mặt tiền",450.0,37.5,12.0,_,20.0,Sổ hồng/ Sổ đỏ,10.0,True,True,True,True,220000000000.0
8880,"Nhà mặt phố, nhà mặt tiền",52.0,,3.7,_,5.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,7100000000.0
8881,"Đất nền, đất liền kề, đất dự án",94.0,19.0,5.0,Đông Nam,20.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2350000000.0
8882,"Nhà mặt phố, nhà mặt tiền",100.0,16.42,4.05,Đông Nam,25.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,10500000000.0
8883,"Nhà, ngõ, hẻm",36.0,7.0,5.0,Đông Bắc,2.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,2290000000.0
8884,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,Tây Bắc,30.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1850000000.0
8885,"Đất thổ cư, đất ở",50.0,12.5,4.0,Đông Nam,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3100000000.0
8886,"Đất nền, đất liền kề, đất dự án",650.0,25.0,29.0,Đông Nam,17.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,14300000000.0
8887,"Nhà, ngõ, hẻm",47.0,12.0,3.7,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,5600000000.0
8888,"Nhà, ngõ, hẻm",57.0,13.0,4.6,_,10.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,7500000000.0
8889,"Nhà mặt phố, nhà mặt tiền",50.0,,11.0,_,12.0,,4.0,True,True,True,True,13500000000.0
8890,"Nhà mặt phố, nhà mặt tiền",575.0,46.0,39.0,_,25.0,,10.0,True,True,True,True,320000000000.0
8891,"Nhà mặt phố, nhà mặt tiền",30.0,13.0,3.3,_,10.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,4950000000.0
8892,"Đất nền, đất liền kề, đất dự án",90.0,18.0,5.0,_,16.0,Giấy tờ hợp lệ,,True,True,True,True,1900000000.0
8893,"Nhà, ngõ, hẻm",80.0,16.0,5.0,Tây,4.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2400000000.0
8894,"Nhà mặt phố, nhà mặt tiền",200.0,20.0,10.0,_,20.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,28000000000.0
8895,"Nhà, ngõ, hẻm",68.0,,5.5,_,10.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,18200000000.0
8896,"Nhà mặt phố, nhà mặt tiền",100.0,,4.0,_,24.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,14800000000.0
8897,"Nhà, ngõ, hẻm",30.0,5.5,5.6,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2700000000.0
8898,"Nhà mặt phố, nhà mặt tiền",88.0,,4.5,_,12.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,16800000000.0
8899,"Nhà, ngõ, hẻm",50.0,,5.0,_,15.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,18500000000.0
8900,"Nhà mặt phố, nhà mặt tiền",192.0,24.0,8.0,_,30.0,,6.0,True,True,True,True,60000000000.0
8901,"Đất thổ cư, đất ở",408.0,,19.0,_,6.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,17800000000.0
8902,"Nhà, ngõ, hẻm",35.0,9.3,3.8,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2900000000.0
8903,"Nhà mặt phố, nhà mặt tiền",90.0,,4.5,_,12.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,12900000000.0
8904,"Nhà mặt phố, nhà mặt tiền",350.0,50.0,7.0,_,25.0,,3.0,True,True,True,True,32000000000.0
8905,"Nhà mặt phố, nhà mặt tiền",90.0,,4.7,_,18.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,15500000000.0
8906,"Nhà, ngõ, hẻm",93.0,,4.5,_,12.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,11900000000.0
8907,"Nhà mặt phố, nhà mặt tiền",50.0,,4.2,_,24.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,15900000000.0
8908,"Nhà, ngõ, hẻm",75.0,,4.5,_,8.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,10900000000.0
8909,"Nhà mặt phố, nhà mặt tiền",68.0,15.1,4.5,_,8.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,33000000000.0
8910,"Đất thổ cư, đất ở",65.0,13.0,5.0,Đông Bắc,3.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1350000000.0
8911,"Biệt thự, nhà liền kề",92.0,,5.0,_,12.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,13000000000.0
8912,"Nhà mặt phố, nhà mặt tiền",55.0,,4.5,_,15.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,8800000000.0
8913,"Nhà, ngõ, hẻm",32.0,,4.6,_,2.5,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,2550000000.0
8914,"Nhà, ngõ, hẻm",60.0,15.0,4.0,Đông Nam,12.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6400000000.0
8915,"Nhà mặt phố, nhà mặt tiền",39.0,,4.0,_,4.0,,4.0,True,True,True,True,2750000000.0
8916,Nhà hàng khách sạn,92.0,23.0,4.0,_,20.0,Sổ hồng/ Sổ đỏ,15.0,True,True,True,True,10500000000.0
8917,"Nhà mặt phố, nhà mặt tiền",95.0,,5.25,_,50.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,25500000000.0
8918,"Đất thổ cư, đất ở",94.0,18.0,6.0,Tây Bắc,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3700000000.0
8919,"Đất thổ cư, đất ở",100.0,20.0,5.0,Đông Nam,6.0,Giấy tờ hợp lệ,,True,True,True,True,320000000.0
8920,"Đất thổ cư, đất ở",100.0,17.0,6.0,_,10.0,,,True,True,True,True,12000000000.0
8921,"Đất thổ cư, đất ở",47.0,470.0,100.0,_,1.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2900000000.0
8922,"Nhà mặt phố, nhà mặt tiền",169.0,28.0,6.0,_,14.0,,3.0,True,True,True,True,23500000000.0
8923,"Nhà mặt phố, nhà mặt tiền",58.0,,5.2,_,4.0,,7.0,True,True,True,True,21000000000.0
8924,"Nhà mặt phố, nhà mặt tiền",148.0,,6.0,_,3.0,Sổ hồng/ Sổ đỏ,18.0,True,True,True,True,57000000000.0
8925,"Nhà mặt phố, nhà mặt tiền",700.0,25.0,22.0,_,40.0,Sổ hồng/ Sổ đỏ,8.0,True,True,True,True,600000000000.0
8926,"Nhà, ngõ, hẻm",30.0,,6.0,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3350000000.0
8927,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,Tây Nam,11.0,Giấy tờ hợp lệ,,True,True,True,True,3650000000.0
8928,"Nhà mặt phố, nhà mặt tiền",60.0,13.5,3.9,_,6.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,8500000000.0
8929,"Nhà mặt phố, nhà mặt tiền",51.0,11.5,4.5,_,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,7100000000.0
8930,"Đất thổ cư, đất ở",123.0,24.0,5.0,Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,9840000000.0
8931,"Đất thổ cư, đất ở",3.0,150.0,22.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1500000000.0
8932,"Đất thổ cư, đất ở",120.0,24.0,5.0,Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,9600000000.0
8933,"Nhà mặt phố, nhà mặt tiền",74.0,12.0,6.0,_,10.0,,4.0,True,True,True,True,1290000000.0
8934,"Đất nền, đất liền kề, đất dự án",624.0,37.0,14.0,Tây,20.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,180960000000.0
8935,"Biệt thự, nhà liền kề",65.0,,6.0,_,8.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,11500000000.0
8936,"Nhà, ngõ, hẻm",140.0,,5.0,_,10.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,14000000000.0
8937,"Đất thổ cư, đất ở",85.0,19.0,5.0,Nam,26.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,7080000000.0
8938,"Nhà mặt phố, nhà mặt tiền",181.0,25.0,7.2,_,20.0,,4.0,True,True,True,True,110000000000.0
8939,"Nhà, ngõ, hẻm",198.0,24.7,8.0,_,7.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,17700000000.0
8940,"Nhà, ngõ, hẻm",80.0,,6.0,_,6.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,7900000000.0
8941,"Biệt thự, nhà liền kề",70.0,,5.0,_,8.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,12800000000.0
8942,"Nhà, ngõ, hẻm",25.0,,12.0,_,10.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3150000000.0
8943,"Nhà, ngõ, hẻm",46.0,14.0,3.3,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,4150000000.0
8944,"Nhà, ngõ, hẻm",42.0,,7.0,_,8.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,4500000000.0
8945,"Nhà, ngõ, hẻm",68.0,,6.7,_,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6300000000.0
8946,Nhà hàng khách sạn,130.0,,5.7,_,50.0,,40.0,True,True,True,True,86000000000.0
8947,"Nhà, ngõ, hẻm",89.0,,4.5,_,4.0,,3.0,True,True,True,True,5300000000.0
8948,"Biệt thự, nhà liền kề",900.0,,30.0,_,20.0,,10.0,True,True,True,True,36000000000.0
8949,"Nhà mặt phố, nhà mặt tiền",140.0,,12.0,_,50.0,,10.0,True,True,True,True,68000000000.0
8950,"Đất nền, đất liền kề, đất dự án",81.0,,4.5,Tây Bắc,22.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6000000000.0
8951,"Biệt thự, nhà liền kề",121.0,,9.0,_,10.0,Sổ hồng/ Sổ đỏ,20.0,True,True,True,True,35000000000.0
8952,"Nhà mặt phố, nhà mặt tiền",68.0,,4.0,_,2.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,14000000000.0
8953,"Đất thổ cư, đất ở",150.0,25.0,6.0,_,,Sổ hồng/ Sổ đỏ,,True,True,True,True,3100000000.0
8954,"Nhà mặt phố, nhà mặt tiền",142.0,,7.5,_,50.0,,6.0,True,True,True,True,33000000000.0
8955,"Nhà, ngõ, hẻm",58.0,,3.8,_,10.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,10800000000.0
8956,"Nhà mặt phố, nhà mặt tiền",128.0,16.0,8.0,_,30.0,Sổ hồng/ Sổ đỏ,10.0,True,True,True,True,62000000000.0
8957,"Nhà, ngõ, hẻm",35.0,9.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,2850000000.0
8958,"Nhà mặt phố, nhà mặt tiền",82.0,19.0,4.0,_,20.0,,4.0,True,True,True,True,39000000000.0
8959,"Biệt thự, nhà liền kề",280.0,20.0,14.0,_,8.0,Sổ hồng/ Sổ đỏ,7.0,True,True,True,True,55000000000.0
8960,"Nhà mặt phố, nhà mặt tiền",141.0,18.5,8.2,_,20.0,Sổ hồng/ Sổ đỏ,8.0,True,True,True,True,33000000000.0
8961,"Đất nền, đất liền kề, đất dự án",480.0,,1200.0,_,20.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,143500000000.0
8962,"Nhà mặt phố, nhà mặt tiền",170.0,20.0,8.0,_,20.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,112000000000.0
8963,"Nhà mặt phố, nhà mặt tiền",55.0,,4.5,_,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,23000000000.0
8964,"Nhà, ngõ, hẻm",65.0,,6.7,_,3.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,6250000000.0
8965,"Nhà, ngõ, hẻm",96.0,13.33,7.2,_,3.5,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,9000000000.0
8966,"Nhà, ngõ, hẻm",28.0,11.0,3.1,_,3.0,,2.0,True,True,True,True,3250000000.0
8967,"Nhà, ngõ, hẻm",36.0,,5.8,_,10.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,6200000000.0
8968,"Đất thổ cư, đất ở",90.0,18.0,5.0,_,12.0,,1.0,True,True,True,True,7600000000.0
8969,"Nhà, ngõ, hẻm",75.0,16.66,4.5,_,6.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,13800000000.0
8970,"Nhà, ngõ, hẻm",50.0,12.5,4.0,_,4.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,6100000000.0
8971,"Nhà mặt phố, nhà mặt tiền",22.0,5.0,4.5,_,,,3.0,True,True,True,True,6800000000.0
8972,"Nhà mặt phố, nhà mặt tiền",40.0,,3.7,_,6.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,8800000000.0
8973,"Đất nền, đất liền kề, đất dự án",112.0,19.0,6.0,Đông,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2350000000.0
8974,"Nhà, ngõ, hẻm",55.0,,4.5,Đông Nam,2.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,1700000000.0
8975,"Nhà mặt phố, nhà mặt tiền",38.0,10.0,3.8,_,2.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,1750000000.0
8976,"Nhà, ngõ, hẻm",145.0,,8.5,_,5.0,,20.0,True,True,True,True,29999000000.0
8977,"Nhà mặt phố, nhà mặt tiền",140.0,28.0,5.0,_,8.0,Sổ hồng/ Sổ đỏ,10.0,True,True,True,True,28900000000.0
8978,Nhà hàng khách sạn,1.55,26.0,10.0,_,7.0,Sổ hồng/ Sổ đỏ,46.0,True,True,True,True,48000000000.0
8979,"Đất thổ cư, đất ở",203.0,25.0,8.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1500000000.0
8980,"Nhà mặt phố, nhà mặt tiền",90.0,,26.0,_,5.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,23000000000.0
8981,"Nhà, ngõ, hẻm",33.0,,3.5,Tây Bắc,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,1700000000.0
8982,"Nhà, ngõ, hẻm",55.0,9.0,6.0,_,5.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,6500000000.0
8983,"Nhà mặt phố, nhà mặt tiền",113.0,25.0,4.5,Tây Nam,7.5,,20.0,True,True,True,True,18500000000.0
8984,"Đất thổ cư, đất ở",210.0,42.0,5.0,Bắc,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,135000000.0
8985,"Đất thổ cư, đất ở",130.0,26.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,500000000.0
8986,"Đất thổ cư, đất ở",170.0,19.0,9.0,Đông Bắc,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2200000000.0
8987,"Nhà mặt phố, nhà mặt tiền",330.0,29.0,11.0,Tây Nam,10.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,5900000000.0
8988,"Đất thổ cư, đất ở",240.0,37.0,6.5,Tây Nam,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2800000000.0
8989,"Nhà, ngõ, hẻm",50.0,12.5,4.0,_,5.0,,3.0,True,True,True,True,5000000000.0
8990,"Đất nền, đất liền kề, đất dự án",110.0,21.5,5.5,_,16.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2200000000.0
8991,"Đất thổ cư, đất ở",150.0,30.0,5.0,Đông Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1650000000.0
8992,"Nhà mặt phố, nhà mặt tiền",166.0,20.0,8.0,_,7.5,,4.0,True,True,True,True,7500000000.0
8993,"Nhà, ngõ, hẻm",48.0,11.0,4.1,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,4400000000.0
8994,"Nhà mặt phố, nhà mặt tiền",230.0,26.0,6.0,Đông Bắc,4.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3800000000.0
8995,"Nhà, ngõ, hẻm",70.0,22.0,4.0,Bắc,3.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2950000000.0
8996,"Đất nền, đất liền kề, đất dự án",77.0,15.5,5.0,Tây Nam,10.0,Giấy tờ hợp lệ,,True,True,True,True,3850000000.0
8997,"Nhà mặt phố, nhà mặt tiền",125.0,18.0,7.0,Đông Nam,6.0,,5.0,True,True,True,True,11400000000.0
8998,"Nhà, ngõ, hẻm",150.0,25.0,6.0,_,6.0,,29.0,True,True,True,True,13500000000.0
8999,"Nhà mặt phố, nhà mặt tiền",205.0,30.0,7.0,_,120.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,58000000000.0
9000,"Nhà mặt phố, nhà mặt tiền",132.0,25.0,5.0,_,12.0,,6.0,True,True,True,True,24500000000.0
9001,"Nhà mặt phố, nhà mặt tiền",54.0,12.0,4.0,_,12.0,,5.0,True,True,True,True,10500000000.0
9002,"Nhà mặt phố, nhà mặt tiền",123.0,20.0,5.0,_,23.0,,3.0,True,True,True,True,25500000000.0
9003,"Nhà mặt phố, nhà mặt tiền",105.0,,7.5,_,40.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,26000000000.0
9004,"Nhà mặt phố, nhà mặt tiền",143.0,25.0,8.0,_,12.0,,23.0,True,True,True,True,55000000000.0
9005,"Nhà mặt phố, nhà mặt tiền",75.0,20.0,4.5,_,50.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,33000000000.0
9006,"Nhà mặt phố, nhà mặt tiền",140.0,12.0,12.0,_,20.0,,4.0,True,True,True,True,60000000000.0
9007,"Nhà mặt phố, nhà mặt tiền",70.0,,5.0,_,30.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,30000000000.0
9008,"Nhà mặt phố, nhà mặt tiền",70.0,,5.0,_,40.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,25000000000.0
9009,"Nhà mặt phố, nhà mặt tiền",75.0,10.0,16.0,_,25.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,25000000000.0
9010,"Nhà mặt phố, nhà mặt tiền",80.0,,5.0,_,30.0,Sổ hồng/ Sổ đỏ,14.0,True,True,True,True,14500000000.0
9011,"Nhà mặt phố, nhà mặt tiền",142.0,19.0,8.5,_,20.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,9900000000.0
9012,"Nhà, ngõ, hẻm",55.0,12.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,5000000000.0
9013,"Căn hộ, chung cư",47.0,7.0,6.0,_,12.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,1200000000.0
9014,"Nhà mặt phố, nhà mặt tiền",120.0,24.0,5.0,Tây Bắc,7.5,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,3600000000.0
9015,"Đất thổ cư, đất ở",125.0,25.0,5.0,Đông Nam,15.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,7400000000.0
9016,Mặt bằng,100.0,20.0,5.0,Tây Nam,105.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6500000000.0
9017,"Đất thổ cư, đất ở",90.0,18.0,5.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1500000000.0
9018,"Đất thổ cư, đất ở",113.0,22.0,5.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1700000000.0
9019,"Nhà mặt phố, nhà mặt tiền",50.0,7.0,,_,7.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,9000000000.0
9020,"Đất thổ cư, đất ở",948.0,36.0,26.5,_,4.5,Sổ hồng/ Sổ đỏ,,True,True,True,True,5500000000.0
9021,"Đất thổ cư, đất ở",245.0,17.0,16.0,_,4.5,Sổ hồng/ Sổ đỏ,,True,True,True,True,2850000000.0
9022,"Đất thổ cư, đất ở",882.0,40.0,19.0,_,5.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6200000000.0
